# F1/F2	F1/F3	F2/F3	F2/F4	F3/F4
#
1	62.3996569468268	7275.8	116.6	0	0
1.1	56.7396870554765	5698.28571428571	100.428571428571	0	0
1.2	51.9461077844311	4819.44444444444	92.7777777777778	0	0
1.3	47.9416581371546	4258.09090909091	88.8181818181818	0	0
1.4	44.4964601769911	3591.5	80.7142857142857	0	0
1.5	41.4984544049459	3158.76470588235	76.1176470588235	0	0
1.6	38.8930517711172	2718.80952380952	69.9047619047619	0	0
1.7	36.5813672111313	2418.76	66.12	0	0
1.8	34.5159545700379	2127.33333333333	61.6333333333333	0	0
1.9	32.6923076923077	1918.57142857143	58.6857142857143	0	0
2	31.0378854625551	1718.43902439024	55.3658536585366	0	0
2.1	29.5436698717949	1568.95744680851	53.1063829787234	2496	47
2.2	28.185944363104	1426	50.5925925925926	2732	54
2.3	26.9459368703828	1315.49180327869	48.8196721311475	2978	61
2.4	25.8082869511441	1192.34285714286	46.2	3234	70
2.5	24.7673621034581	1096.9746835443	44.2911392405063	3499	79
2.6	23.797880794702	1020.875	42.8977272727273	3775	88
2.7	22.9041871921182	939.30303030303	41.010101010101	4060	99
2.8	22.0771704180064	873.854545454545	39.5818181818182	2177	55
2.9	21.3042078145127	813.401639344262	38.1803278688525	2329	61
3	20.5843894588614	763.619402985075	37.0970149253731	2485.5	67
3.1	19.9081979599547	712.121621621622	35.7702702702703	1764.66666666667	49.3333333333333
3.2	19.2751510842517	669.395061728395	34.7283950617284	1875.33333333333	54
3.3	18.6807440925088	626.224719101124	33.5224719101124	1989	59.3333333333333
3.4	18.1215766977996	590.072164948454	32.5618556701031	1579.25	48.5
3.5	17.5942180946675	556.677725118483	31.6398104265403	1669	52.75
3.6	17.0958262350937	525.864628820961	30.7598253275109	1408.8	45.8
3.7	16.6262803234501	497.447580645161	29.9193548387097	1484	49.6
3.8	16.1784524724571	471.227611940298	29.1268656716418	1301	44.6666666666667
3.9	15.7551219512195	447.031141868512	28.3737024221453	1366.66666666667	48.1666666666667
4	15.3538711927459	424.675241157556	27.6591639871383	1228.85714285714	44.4285714285714
4.1	14.9711527793188	403.997005988024	26.9850299401198	1126.625	41.75
4.2	14.6074003392706	383.779944289694	26.2729805013928	1179	44.875
4.3	14.2594320486815	366.140625	25.6770833333333	1095.55555555556	42.6666666666667
4.4	13.9276418026418	348.902676399027	25.0510948905109	1029.6	41.1
4.5	13.610800744879	333.744292237443	24.5205479452055	976.363636363637	39.8181818181818
4.6	13.3078091493924	318.93147751606	23.96573875803	932.666666666666	38.9166666666667
4.7	13.0176793683488	305.195171026157	23.4446680080483	896.307692307692	38.2307692307692
4.8	12.739603960396	292.431818181818	22.9545454545455	865.714285714286	37.7142857142857
4.9	12.4726897427755	280.046345811052	22.4527629233512	839.733333333333	37.4
5	12.2162079510703	268.551260504202	21.9831932773109	769.411764705882	35
5.1	11.9704516984747	257.85873015873	21.5412698412698	753.944444444444	35
5.2	11.7338308457711	247.89039039039	21.1261261261261	740.526315789474	35.0526315789474
5.3	11.505728201962	238.576102418208	20.7354196301565	694.142857142857	33.4761904761905
5.4	11.2863958650852	229.545822102426	20.3382749326146	685.954545454545	33.7272727272727
5.5	11.0753907250833	221.111253196931	19.9641943734015	650.5	32.5833333333333
5.6	10.8714453875225	212.956310679612	19.5885922330097	620.807692307692	31.6923076923077
5.7	10.6747616477784	205.332179930796	19.2352941176471	595.607142857143	30.9642857142857
5.8	10.4850174216028	198.190998902305	18.9023051591658	574	30.3666666666667
5.9	10.3017445132245	191.287356321839	18.5684430512017	555.3125	29.90625
6	10.1245703061057	184.629850746269	18.2358208955224	539.029411764706	29.5588235294118
6.1	9.95315229474353	178.561253561254	17.9401709401709	524.75	29.25
6.2	9.78722638988799	172.691749773345	17.6446056210335	512.157894736842	29.0263157894737
6.3	9.62644710578842	167.025108225108	17.3506493506494	488.780487804878	28.1707317073171
6.4	9.47054545454546	161.69701986755	17.0736754966887	468.75	27.4545454545455
6.5	9.31980580693816	156.555027711797	16.7980997624703	461.217391304348	27.4565217391304
6.6	9.17342073897497	151.712661106899	16.538286580743	445.183673469388	26.9183673469388
6.7	9.03162637166563	147.03776325345	16.2803195352215	431.115384615385	26.4807692307692
6.8	8.89374267228278	142.628133704735	16.0369080779944	418.709090909091	26.1090909090909
6.9	8.76004398206885	138.370073480294	15.7955911823647	407.689655172414	25.8103448275862
7	8.63026906753472	134.261538461538	15.5570512820513	391.435483870968	25.1612903225806
7.1	8.50383549540142	130.379926108374	15.3318965517241	383.061538461538	24.9846153846154
7.2	8.38100646171921	126.632544378698	15.1094674556213	370.072463768116	24.4927536231884
7.3	8.26160369790274	123.087080250427	14.8986909504838	363.569444444444	24.4027777777778
7.4	8.14538676607642	119.660460021906	14.6905805038335	352.960526315789	24.0263157894737
7.5	8.03227919502165	116.351607801792	14.4855034264628	343.4875	23.7125
7.6	7.92213653647962	113.215337734891	14.2910106653123	331.047058823529	23.1647058823529
7.7	7.81502569087627	110.18306412139	14.0988742046011	323.640449438202	22.9550561797753
7.8	7.71037454200027	107.253893345918	13.9103350637093	313.574468085106	22.5425531914894
7.9	7.60852983119424	104.424214838416	13.7246244879381	307.683673469388	22.4183673469388
8	7.5094211123723	101.736818980668	13.5478910369069	299.368932038835	22.0970873786408
8.1	7.41235249333841	99.137462876538	13.3746287653797	291.888888888889	21.8240740740741
8.2	7.31780371221057	96.625	13.2040983606557	282.614035087719	21.4035087719298
8.3	7.22562809490537	94.1964356435644	13.0364356435644	276.613445378151	21.218487394958
